"name"	"abstract"
"司馬懿"	"司馬 懿（しば い、179年 - 251年）は、中国後漢末期から三国時代魏にかけての武将・政治家。魏において功績を立て続けて大権を握り、西晋の礎を築いた人物。字は仲達（ちゅうたつ）。西晋が建てられると、廟号を高祖、諡号を宣帝と追号された。『三国志』では司馬宣王と表記されている。"
"司馬昭"	"司馬 昭（しば しょう）は、三国時代の魏の武将・政治家。晋の武帝司馬炎の父。晋代に太祖の廟号と文帝の諡号を追贈された。"
"司馬炎"	"司馬 炎（しば えん）は、西晋の初代皇帝。諡号は武帝。魏から禅譲を受けて晋を建て、さらに呉を滅ぼして、分裂状態が続いていた中国をおよそ100年ぶりに統一した。しかし統一後は政治への興味を失い、後の八王の乱の遠因を作った。"
"呂範"	"呂 範（りょ はん、? - 228年）は、中国後漢末期から三国時代の武将、政治家。呉に仕えた。字は子衡。豫州汝南郡細陽（安徽省太和県）の出身。子に呂拠（次男）。"
"周瑜"	"周 瑜（しゅう ゆ、175年 - 210年）は、中国後漢末期の武将。字は公瑾（こうきん）。渾名は美周郎。揚州廬江郡舒県（安徽省舒城県）の人。高祖父は周栄。従祖父は周景。従父は周忠。父は周異。子は周循・周胤・孫登妻。妻は小喬。"
"夏侯淵"	"夏侯 淵（かこう えん、? - 建安24年（219年）正月）は、中国後漢末期の武将。字は妙才。従兄は夏侯惇。正妻は曹操の妻の妹。甥は夏侯尚。子は夏侯覇ら。軍の拠点間における迅速な移動や、それに基づいた奇襲攻撃、前線型武将の指揮、兵糧監督などの後方支援を得意とした。その迅速な行軍は「三日で五百里、六日で千里」と称えられた（『魏略』）。"
"夏侯覇"	"夏侯 覇（かこう は、生没年不詳）は、中国三国時代の魏・蜀漢に仕えた武将。字は仲権。豫州沛国譙県の人。父は夏侯淵。兄は夏侯衡。弟は夏侯称・夏侯威・夏侯栄・夏侯恵・夏侯和。娘は晋の羊祜の夫人。また、子が数人いた。"
"孫堅"	"孫 堅（そん けん）は、中国後漢末期の武将。字は文台（ぶんたい）。呉郡富春県の人。三国時代に成立した呉の皇帝である孫権の父。廟号は始祖、諡は武烈皇帝。"
"孫策"	"孫 策（そん さく、175年 – 200年）は、中国後漢末期の武将。字は伯符（はくふ）。揚州呉郡富春県の人。"
"少帝弁"	"少帝弁（しょうていべん）は、後漢の第13代皇帝。姓名は劉辯（新字体：劉弁）。霊帝の崩御に伴い、何太后とその兄である何進により擁立された。しかし、何進が宦官により暗殺され、さらに宦官も袁紹によって皆殺しにされたため、その時期に洛陽に入ってきた董卓によって、異母弟の劉協（献帝）が擁立され廃位となり、弘農王に封じられた。その後、董卓の専制に反発した諸侯による反董卓連合が起こった時、連合軍に擁立されることを恐れた董卓に命じられた李儒によって、長安遷都前に毒殺された。後に懐王・弘農王として諡されたため、実質的に帝とは認められなかったことになる。『三国志』「王朗伝」によると、後に曹操が劉弁の墓前を通ったとき、皇帝陵として参拝すべきか否か部下に尋ねた。付き従っていた董遇が「帝ではないと見なされるので参拝は不要」といったため、その意見に従っている。在位わずか5ヶ月に過ぎず、また地方豪族の一人に過ぎなかった董卓に帝位を廃されたことは、事実上後漢王朝が滅亡したことを意味している。小説『三国志演義』では、劉協よりも若干年上の少年である。劉協の方が聡明さがあり、逆に劉弁は暗愚であったため、廃位された後、何太后と共に李儒により高所から突き落とされ、殺害されることになっている。なお、『三国志演義』やその派生作品などでは幼帝扱いにされているが、即位当時の年齢17歳というのは、後漢の歴代皇帝の即位時年齢の中で4番目の高年齢にあたる（劉弁より上位の3人は初代から3代の皇帝であり、4代以降では最年長）。こうした事実は、後漢朝の歴代皇帝がいかに幼く、権力のない皇帝ばかりだったかを示すものである。"
"張角"	"張 角（ちょう かく、? - 184年）は、太平道の教祖で冀州鉅鹿郡（現在の河北省平郷県）の人。"
"張飛"	"張 飛（ちょう ひ、? - 章武元年（221年）6月）は、中国後漢末期から三国時代の蜀の将軍、政治家。字は益徳（えきとく）。幽州涿郡（現在の河北省涿州市）の人。『三国志』蜀志に伝がある。封号は新亭侯、のち西郷侯。諡は桓侯。子は張苞・張紹・敬哀皇后張氏・張皇后。孫は張遵。後漢末の群雄の1人である劉備の挙兵に当初から付き従った人物で、その人並み外れた勇猛さは下述の通り中原に轟いた。その武勇は後世にも称えられ、小説『三国志演義』を始めとした創作作品でも多くの脚色を加えて取り上げられており、現在でも中国や日本を中心にその人柄を大いに親しまれている。"
"徐庶"	"徐 庶（じょ しょ、? - 234年?）は、中国後漢末期から三国時代の魏にかけての武将・政治家。字は元直（げんちょく）。元の名は福であり、単家（たんか、あるいはぜんかと読み、権勢のない家柄、或いは寒門の意味）の出身である。『三国志』「諸葛亮伝」注に引く『魏略』に略伝がある。豫州潁川郡長社県（現在の河南省許昌市周辺）の出身。"
"於夫羅"	"於夫羅（おふら、拼音：Wūfúluó, 和平元年（150年） - 興平2年（195年））は、中国後漢時代の南匈奴の単于。羌渠の子、劉豹の父、呼廚泉の兄。前趙の劉淵の祖父。諡は持至尸逐侯単于。『後漢書』では於扶羅と表記される。"
"曹仁"	"曹 仁（そう じん、建寧元年（168年） - 黄初四年3月19日（223年5月6日））は、中国後漢末期から三国時代の武将。字は子孝（しこう）。豫州沛国譙県（現在の安徽省亳州市）の人。曹操の従弟。曹純の兄。曹泰・曹楷・曹範らの父。曹初の祖父。『三国志』魏志「諸夏侯曹伝」に伝がある。曹魏の最古参武将の一人として各地を転戦し、晩年は大将軍・大司馬にまで昇った。"
"曹植"	"曹 植（そう しょく、または、そう ち）は、中国後漢末から三国時代の人物で、魏の皇族。陳王に封じられ、諡は思であったことから陳思王とも呼ばれる。唐の李白・杜甫以前における中国を代表する文学者として、「詩聖」の評価を受けた。才高八斗（八斗の才）・七歩の才の語源。建安文学の三曹の一人。"
"曹爽"	"曹 爽（そう そう、? - 249年）は、中国三国時代の魏の武将、政治家。字は昭伯。曹真の長男であり、魏の宗室の身分である。妻は劉氏。"
"法正"	"法 正（ほう せい、176年 - 220年）は、中国後漢末期の参謀・政治家。劉備に仕えて活躍した謀臣。字は孝直。扶風郡郿県（陝西省眉県）の人。曾祖父（または高祖父）は法雄（後漢の南郡太守）。祖父は法真。父は法衍。子は法邈。"
"献帝 (漢)"	"献帝（けんてい）は、後漢の最後の皇帝。諱は協。霊帝（劉宏）の次子で、少帝弁（劉弁）の異母弟。母親は王美人（王栄）。"
"程イク"	"程 昱（てい いく、永和6年（141年） - 黄初元年（220年））は、中国後漢末期から三国時代の武将、政治家。魏の創業時代に活躍した。兗州東郡東阿県 (山東省聊城市東阿県）の人。字を仲徳。子は程武・程延・他1名。孫は程克・程暁。曾孫は程良。"
"董卓"	"董 卓（とう たく、? - 初平3年4月23日（192年5月22日））は、中国後漢末期の武将・政治家。涼州隴西郡臨洮県（甘粛省定西市臨洮県）の人。字は仲穎（ちゅうえい）。父は董君雅（『英雄記』）。母は池陽君。兄に董擢（『英雄記』）、弟に董旻。男子数名と娘（牛輔の妻）がいる。甥（兄の子）に董璜。孫娘に董白（『英雄記』）。辺境の将軍の1人にすぎなかったが、軍事力を背景に次第に頭角を現すようになった。霊帝死後の政治的混乱に乗じて政治の実権を握り、少帝を廃して献帝を擁立し、一時は宮廷で権勢をほしいままにしたが、諸侯や他の朝臣らの反感を買い、最期は側近で養子の呂布に殺された。『三国志』魏志及び『後漢書』に伝がある。"
